roadmap_id,project_id,phase_number,phase_name,steps
RDM_214B44,PRJ_4C4786,5,Analysis & Modeling,1. Clean and preprocess collected data | 2. Apply statistical/ML models | 3. Visualize results and generate insights | 4. Conduct sensitivity analysis
RDM_777B9C,PRJ_4C4786,6,Validation & Testing,"1. Compare results against baseline or benchmarks | 2. Conduct blind validation experiments | 3. Document accuracy, precision, recall metrics | 4. Identify failure modes and limitations"
RDM_E550F9,PRJ_4C4786,7,Reporting & Dissemination,"1. Write final project report | 2. Prepare journal/conference manuscript | 3. Create poster or demo presentation | 4. Archive code, data, and documentation on GitHub/Zenodo"
RDM_514D8D,PRJ_9BDAC1,1,Literature Review & Problem Formulation,1. Conduct systematic literature review on topic | 2. Identify research gaps and define problem statement | 3. Prepare literature review document (min 30 papers) | 4. Define hypothesis and success criteria
RDM_65027E,PRJ_9BDAC1,2,Design & Procurement,1. Finalize system architecture and block diagram | 2. Prepare Bill of Materials (BoM) | 3. Procure equipment and consumables | 4. Set up experimental workspace and safety protocols
RDM_870F4A,PRJ_9BDAC1,3,Prototype Development,1. Assemble hardware components | 2. Develop initial firmware/software | 3. Perform bench-level unit tests | 4. Document assembly and calibration procedure
RDM_48D783,PRJ_9BDAC1,4,Data Collection,1. Design data collection protocol | 2. Run controlled experiments with replication | 3. Log raw data with timestamps | 4. Perform initial quality check on collected data
RDM_A766D2,PRJ_9BDAC1,5,Analysis & Modeling,1. Clean and preprocess collected data | 2. Apply statistical/ML models | 3. Visualize results and generate insights | 4. Conduct sensitivity analysis
RDM_3D6115,PRJ_9BDAC1,6,Validation & Testing,"1. Compare results against baseline or benchmarks | 2. Conduct blind validation experiments | 3. Document accuracy, precision, recall metrics | 4. Identify failure modes and limitations"
RDM_23B4A1,PRJ_9BDAC1,7,Reporting & Dissemination,"1. Write final project report | 2. Prepare journal/conference manuscript | 3. Create poster or demo presentation | 4. Archive code, data, and documentation on GitHub/Zenodo"
RDM_20629D,PRJ_E43C0C,1,Literature Review & Problem Formulation,1. Conduct systematic literature review on topic | 2. Identify research gaps and define problem statement | 3. Prepare literature review document (min 30 papers) | 4. Define hypothesis and success criteria
RDM_89281F,PRJ_E43C0C,2,Design & Procurement,1. Finalize system architecture and block diagram | 2. Prepare Bill of Materials (BoM) | 3. Procure equipment and consumables | 4. Set up experimental workspace and safety protocols
RDM_ADD07C,PRJ_E43C0C,3,Prototype Development,1. Assemble hardware components | 2. Develop initial firmware/software | 3. Perform bench-level unit tests | 4. Document assembly and calibration procedure
RDM_42EC23,PRJ_E43C0C,4,Data Collection,1. Design data collection protocol | 2. Run controlled experiments with replication | 3. Log raw data with timestamps | 4. Perform initial quality check on collected data
RDM_3B0F73,PRJ_E43C0C,5,Analysis & Modeling,1. Clean and preprocess collected data | 2. Apply statistical/ML models | 3. Visualize results and generate insights | 4. Conduct sensitivity analysis
RDM_583345,PRJ_E43C0C,6,Validation & Testing,"1. Compare results against baseline or benchmarks | 2. Conduct blind validation experiments | 3. Document accuracy, precision, recall metrics | 4. Identify failure modes and limitations"
RDM_1CC82F,PRJ_E43C0C,7,Reporting & Dissemination,"1. Write final project report | 2. Prepare journal/conference manuscript | 3. Create poster or demo presentation | 4. Archive code, data, and documentation on GitHub/Zenodo"
RDM_F2BD3E,PRJ_FE3024,1,Problem Scoping & Literature Review,"1. Define problem formally with inputs, outputs, and objectives | 2. Review state-of-the-art models and benchmarks | 3. Identify datasets and evaluation metrics | 4. Prepare related work summary"
RDM_B5C636,PRJ_FE3024,2,Dataset Preparation,"1. Identify and download relevant public datasets | 2. Perform exploratory data analysis (EDA) | 3. Handle missing values, outliers, and class imbalance | 4. Split data into train/validation/test sets"
RDM_41FFCA,PRJ_FE3024,3,Model Architecture Design,1. Propose candidate model architectures | 2. Implement baseline model | 3. Define loss functions and evaluation metrics | 4. Set up experiment tracking (MLflow/W&B)
RDM_082318,PRJ_FE3024,4,Training & Optimization,1. Train baseline model and log results | 2. Perform hyperparameter tuning (grid/random/Bayesian search) | 3. Apply regularization and augmentation strategies | 4. Analyze learning curves and convergence
RDM_8706B2,PRJ_FE3024,5,Evaluation & Ablation,1. Evaluate on held-out test set | 2. Conduct ablation studies for each component | 3. Compare with state-of-the-art benchmarks | 4. Perform error analysis on failure cases
RDM_E2BC2F,PRJ_FE3024,6,Deployment & Reporting,1. Package model as REST API (FastAPI/Flask) | 2. Containerize with Docker | 3. Write final report and create demo | 4. Publish code and model weights on GitHub
RDM_2161DB,PRJ_0ED2C7,1,Literature Review,1. Perform systematic literature review | 2. Identify experimental and computational components | 3. Define hybrid methodology rationale
RDM_18CB4C,PRJ_0ED2C7,2,Experimental Setup,1. Procure equipment and prepare lab setup | 2. Conduct preliminary experiments | 3. Collect baseline experimental data
RDM_82FBFA,PRJ_0ED2C7,3,Computational Modeling,1. Develop simulation or ML model | 2. Calibrate model with experimental data | 3. Perform virtual parameter sweeps
RDM_CB42F3,PRJ_0ED2C7,4,Integrated Analysis,1. Cross-validate experimental and computational results | 2. Identify discrepancies and perform root-cause analysis | 3. Optimize design based on integrated findings
RDM_9B67CD,PRJ_0ED2C7,5,Validation,1. Conduct confirmatory experiments | 2. Benchmark against existing literature | 3. Document uncertainty and error bounds
RDM_AD529F,PRJ_0ED2C7,6,Reporting,1. Prepare final report combining both methodologies | 2. Submit to conference or journal | 3. Archive all artifacts
RDM_CE295D,PRJ_97C2D1,1,Research Design,1. Define survey objectives and target population | 2. Perform power analysis to determine sample size | 3. Design questionnaire with validated scales | 4. Get IRB/ethics committee approval
RDM_1BA729,PRJ_97C2D1,2,Pilot Survey & Refinement,1. Conduct pilot with 20-30 respondents | 2. Assess Cronbach's alpha for reliability | 3. Refine ambiguous questions | 4. Finalize survey instrument
RDM_857FF8,PRJ_97C2D1,3,Data Collection,1. Deploy survey via Google Forms / KoBoToolbox | 2. Monitor response rate and send reminders | 3. Ensure geographic and demographic diversity | 4. Close data collection at target sample size
RDM_FAFFE2,PRJ_97C2D1,4,Statistical Analysis,1. Perform descriptive statistics | 2. Test normality and homogeneity assumptions | 3. Run correlation/regression or structural equation modeling | 4. Visualize results with appropriate charts
RDM_9CC480,PRJ_97C2D1,5,Reporting,1. Interpret findings in context of literature | 2. Report limitations and generalizability | 3. Write manuscript for journal submission | 4. Share anonymized dataset on OSF/Zenodo
RDM_BC2D67,PRJ_8E454F,1,Literature Review & Problem Formulation,1. Conduct systematic literature review on topic | 2. Identify research gaps and define problem statement | 3. Prepare literature review document (min 30 papers) | 4. Define hypothesis and success criteria
RDM_B54881,PRJ_8E454F,2,Design & Procurement,1. Finalize system architecture and block diagram | 2. Prepare Bill of Materials (BoM) | 3. Procure equipment and consumables | 4. Set up experimental workspace and safety protocols
RDM_8059DE,PRJ_8E454F,3,Prototype Development,1. Assemble hardware components | 2. Develop initial firmware/software | 3. Perform bench-level unit tests | 4. Document assembly and calibration procedure
RDM_00A4B6,PRJ_8E454F,4,Data Collection,1. Design data collection protocol | 2. Run controlled experiments with replication | 3. Log raw data with timestamps | 4. Perform initial quality check on collected data
RDM_130EA4,PRJ_8E454F,5,Analysis & Modeling,1. Clean and preprocess collected data | 2. Apply statistical/ML models | 3. Visualize results and generate insights | 4. Conduct sensitivity analysis
RDM_BFBCF5,PRJ_8E454F,6,Validation & Testing,"1. Compare results against baseline or benchmarks | 2. Conduct blind validation experiments | 3. Document accuracy, precision, recall metrics | 4. Identify failure modes and limitations"
RDM_2816D0,PRJ_8E454F,7,Reporting & Dissemination,"1. Write final project report | 2. Prepare journal/conference manuscript | 3. Create poster or demo presentation | 4. Archive code, data, and documentation on GitHub/Zenodo"
RDM_73640C,PRJ_8CEB41,1,Problem Scoping & Literature Review,"1. Define problem formally with inputs, outputs, and objectives | 2. Review state-of-the-art models and benchmarks | 3. Identify datasets and evaluation metrics | 4. Prepare related work summary"
RDM_05797C,PRJ_8CEB41,2,Dataset Preparation,"1. Identify and download relevant public datasets | 2. Perform exploratory data analysis (EDA) | 3. Handle missing values, outliers, and class imbalance | 4. Split data into train/validation/test sets"
RDM_F9CFD3,PRJ_8CEB41,3,Model Architecture Design,1. Propose candidate model architectures | 2. Implement baseline model | 3. Define loss functions and evaluation metrics | 4. Set up experiment tracking (MLflow/W&B)
RDM_2528D3,PRJ_8CEB41,4,Training & Optimization,1. Train baseline model and log results | 2. Perform hyperparameter tuning (grid/random/Bayesian search) | 3. Apply regularization and augmentation strategies | 4. Analyze learning curves and convergence
RDM_81AAFB,PRJ_8CEB41,5,Evaluation & Ablation,1. Evaluate on held-out test set | 2. Conduct ablation studies for each component | 3. Compare with state-of-the-art benchmarks | 4. Perform error analysis on failure cases
RDM_EE6489,PRJ_8CEB41,6,Deployment & Reporting,1. Package model as REST API (FastAPI/Flask) | 2. Containerize with Docker | 3. Write final report and create demo | 4. Publish code and model weights on GitHub
RDM_DEBE4D,PRJ_52CA77,1,Literature Review & Problem Formulation,1. Conduct systematic literature review on topic | 2. Identify research gaps and define problem statement | 3. Prepare literature review document (min 30 papers) | 4. Define hypothesis and success criteria
RDM_FE97CC,PRJ_52CA77,2,Design & Procurement,1. Finalize system architecture and block diagram | 2. Prepare Bill of Materials (BoM) | 3. Procure equipment and consumables | 4. Set up experimental workspace and safety protocols
RDM_971A2A,PRJ_52CA77,3,Prototype Development,1. Assemble hardware components | 2. Develop initial firmware/software | 3. Perform bench-level unit tests | 4. Document assembly and calibration procedure
RDM_6212B8,PRJ_52CA77,4,Data Collection,1. Design data collection protocol | 2. Run controlled experiments with replication | 3. Log raw data with timestamps | 4. Perform initial quality check on collected data
RDM_EC4A20,PRJ_52CA77,5,Analysis & Modeling,1. Clean and preprocess collected data | 2. Apply statistical/ML models | 3. Visualize results and generate insights | 4. Conduct sensitivity analysis
RDM_CDD44A,PRJ_52CA77,6,Validation & Testing,"1. Compare results against baseline or benchmarks | 2. Conduct blind validation experiments | 3. Document accuracy, precision, recall metrics | 4. Identify failure modes and limitations"
RDM_8F37F2,PRJ_52CA77,7,Reporting & Dissemination,"1. Write final project report | 2. Prepare journal/conference manuscript | 3. Create poster or demo presentation | 4. Archive code, data, and documentation on GitHub/Zenodo"
RDM_E01D41,PRJ_47EBD6,1,Literature Review,1. Perform systematic literature review | 2. Identify experimental and computational components | 3. Define hybrid methodology rationale
RDM_F274A9,PRJ_47EBD6,2,Experimental Setup,1. Procure equipment and prepare lab setup | 2. Conduct preliminary experiments | 3. Collect baseline experimental data
RDM_7EF304,PRJ_47EBD6,3,Computational Modeling,1. Develop simulation or ML model | 2. Calibrate model with experimental data | 3. Perform virtual parameter sweeps
